road,identifier,extent,point,display_type,title,subtitle,delay_minutes,abnormalTrafficType,averageSpeed,startTimestamp,description,latitude,longitude,day_of_week,weekend_day
A57,undefined--vi-avl.2025-05-19_09-02-53-000.f_006.de0,"51.053985958550854,6.833994262223392,51.00117766552374,6.885501527254037","51.053985958550854,6.833994262223392",WARNING,A57 | Dormagen - Köln-Nord,Krefeld -> Köln,7,QUEUING_TRAFFIC,38.5,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 09:02 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 09:02 A57: Krefeld -> Köln, zwischen 3.9 km hinter AS Dormagen und 0.6 km vor AK Köln-Nord  Stockender Verkehr Reisezeitverlust: 7 Minuten Durchschnittsgeschwindigkeit: 38 km/h",51.0539859585509,6.83399426222339,Mon,Weekday
A5,undefined--vi-avl.2025-05-19_09-23-20-000.f_004.de0,"48.84989885111554,8.235499747803077,48.90123030843058,8.336190859763544","48.84989885111554,8.235499747803077",WARNING,A5 | Rastatt-Süd - Karlsruhe-Süd,Basel -> Karlsruhe,19,STATIONARY_TRAFFIC,24.600000381469727,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 09:23 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 09:23 A5: Basel -> Karlsruhe, zwischen 3.4 km hinter AS Rastatt-Süd und 7.4 km vor AS Karlsruhe-Süd  Im Stillstand Reisezeitverlust: 19 Minuten Durchschnittsgeschwindigkeit: 24 km/h",48.8498988511155,8.23549974780308,Mon,Weekday
A65,undefined--vi-avl.2025-05-19_09-44-02-000.f_017.de0,"49.12928807531048,8.171039920747022,49.17577760094438,8.150940399999767","49.12928807531048,8.171039920747022",WARNING,A65 | Kandel-Nord - Landau-Süd,Karlsruhe -> Landau,6,QUEUING_TRAFFIC,36.400001525878906,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 09:44 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 09:44 A65: Karlsruhe -> Landau, zwischen 2.9 km hinter AS Kandel-Nord und 0.1 km vor AS Landau-Süd  Stockender Verkehr Reisezeitverlust: 6 Minuten Durchschnittsgeschwindigkeit: 36 km/h",49.1292880753105,8.17103992074702,Mon,Weekday
A8,undefined--vi-avl.2025-05-19_10-48-44-000.f_001.de0,"48.4535356541393,10.046127043489959,48.45773602714551,9.985230408687919","48.4535356541393,10.046127043489959",WARNING,A8 | Oberelchingen - Ulm-Nord,München -> Stuttgart,7,STATIONARY_TRAFFIC,27.200000762939453,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 10:48 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 10:48 A8: München -> Stuttgart, zwischen 2.3 km hinter AS Oberelchingen und 1.0 km vor AS Ulm-Nord  Im Stillstand Reisezeitverlust: 7 Minuten Durchschnittsgeschwindigkeit: 27 km/h",48.4535356541393,10.04612704349,Mon,Weekday
A17,undefined--vi-avl.2025-05-19_11-22-03-000.f_003.de0,"50.783556624594475,13.897636118607693,50.78437790208079,13.896429561727688","50.783556624594475,13.897636118607693",WARNING,A17 | Breitenau-Schönwald - Am Heidenholz,Prag -> Dresden,7,STATIONARY_TRAFFIC,1,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 11:22 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 11:22 A17: Prag -> Dresden, zwischen 0.1 km hinter Breitenau-Schönwald und 4.6 km vor Am Heidenholz  Im Stillstand Reisezeitverlust: 7 Minuten Durchschnittsgeschwindigkeit: 1 km/h",50.7835566245945,13.8976361186077,Mon,Weekday
A1,undefined--vi-avl.2025-05-19_11-40-25-000.f.de0,"53.053472664686666,9.047192338094867,53.031460453437994,8.864211532227444","53.053472664686666,9.047192338094867",WARNING,A1 | Tuchten - Bremen-Arsten,Hamburg -> Osnabrück,23,STATIONARY_TRAFFIC,26.799999237060547,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 11:40 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 11:40 A1: Hamburg -> Osnabrück, zwischen 5.5 km hinter Tuchten und 0.4 km vor AS Bremen-Arsten  Im Stillstand Reisezeitverlust: 23 Minuten Durchschnittsgeschwindigkeit: 26 km/h",53.0534726646867,9.04719233809487,Mon,Weekday
A61,undefined--vi-avl.2025-05-19_11-40-25-000.f_008.de0,"51.19198183405837,6.381486085614476,51.130135868955,6.423319876107479","51.19198183405837,6.381486085614476",WARNING,A61 | Mönchengladbach-Nordpark - Mönchengladbach-Güdderath,Venlo -> Koblenz,10,QUEUING_TRAFFIC,32.099998474121094,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 11:40 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 11:40 A61: Venlo -> Koblenz, zwischen 0.2 km hinter AS Mönchengladbach-Nordpark und 1.4 km vor AS Mönchengladbach-Güdderath  Stockender Verkehr Reisezeitverlust: 10 Minuten Durchschnittsgeschwindigkeit: 32 km/h",51.1919818340584,6.38148608561448,Mon,Weekday
A1,undefined--vi-avl.2025-05-19_11-40-25-000.f_010.de0,"53.87569533403905,10.653842262206402,53.902206130699255,10.682950884911033","53.87569533403905,10.653842262206402",WARNING,A1 | Lübeck-Moisling - Bad Schwartau,Hamburg -> Fehmarn,13,STATIONARY_TRAFFIC,14,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 11:40 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 11:40 A1: Hamburg -> Fehmarn, zwischen 2.4 km hinter AS Lübeck-Moisling und 0.6 km vor AS Bad Schwartau  Im Stillstand Reisezeitverlust: 13 Minuten Durchschnittsgeschwindigkeit: 14 km/h",53.8756953340391,10.6538422622064,Mon,Weekday
A113,undefined--vi-avl.2025-05-19_11-40-25-000.f_013.de0,"52.46157113357455,13.45559223275113,52.420514923982736,13.521858832895003","52.46157113357455,13.45559223275113",WARNING,A113 | Neukölln - Rudower Höhe,Neukölln -> Schönefeld,31,STATIONARY_TRAFFIC,11.300000190734863,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 11:40 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 11:40 A113: Neukölln -> Schönefeld, zwischen 0.3 km hinter AD Neukölln und Rudower Höhe  Im Stillstand Reisezeitverlust: 31 Minuten Durchschnittsgeschwindigkeit: 11 km/h",52.4615711335746,13.4555922327511,Mon,Weekday
A8,undefined--vi-avl.2025-05-19_11-40-25-000.f_015.de0,"47.807631812098556,12.119092028281655,47.803228601121056,12.165549693346792","47.807631812098556,12.119092028281655",WARNING,A8 | Inntal - Samerberg,München -> Salzburg,10,STATIONARY_TRAFFIC,17.5,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 11:40 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 11:40 A8: München -> Salzburg, zwischen 1.7 km hinter AD Inntal und 0.9 km vor Samerberg  Im Stillstand Reisezeitverlust: 10 Minuten Durchschnittsgeschwindigkeit: 17 km/h",47.8076318120986,12.1190920282817,Mon,Weekday
A100,undefined--vi-avl.2025-05-19_11-40-25-000.f_016.de0,"52.48413884374316,13.305248058189596,52.521239900929125,13.282059300092635","52.48413884374316,13.305248058189596",WARNING,A100 | Schmargendorf - Siemensdamm,Neukölln -> Wedding,6,QUEUING_TRAFFIC,29,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 11:40 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 11:40 A100: Neukölln -> Wedding, zwischen 0.2 km hinter AS Schmargendorf und 1.4 km vor AS Siemensdamm  Stockender Verkehr Reisezeitverlust: 6 Minuten Durchschnittsgeschwindigkeit: 29 km/h",52.4841388437432,13.3052480581896,Mon,Weekday
A81,undefined--vi-avl.2025-05-19_11-40-25-000.f_031.de0,"48.687579075194826,8.983787747268947,48.71692285475045,9.054648612552263","48.687579075194826,8.983787747268947",WARNING,A81 | Böblingen-Hulb - Stuttgart,Singen -> Stuttgart,18,STATIONARY_TRAFFIC,17.600000381469727,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 11:40 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 11:40 A81: Singen -> Stuttgart, zwischen 1.2 km hinter AS Böblingen-Hulb und 2.0 km vor AK Stuttgart  Im Stillstand Reisezeitverlust: 18 Minuten Durchschnittsgeschwindigkeit: 17 km/h",48.6875790751948,8.98378774726895,Mon,Weekday
A1,undefined--vi-avl.2025-05-19_11-40-25-000.f_034.de0,"53.03900717841332,8.977047864415486,53.03242141582492,8.866472370739377","53.03900717841332,8.977047864415486",WARNING,A1 | Bremer Kreuz - Bremen-Arsten,Hamburg -> Osnabrück,6,SLOW_TRAFFIC,47.29999923706055,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 11:40 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 11:40 A1: Hamburg -> Osnabrück, zwischen 0.5 km hinter AK Bremer Kreuz und 0.6 km vor AS Bremen-Arsten  Langsamer Verkehr Reisezeitverlust: 6 Minuten Durchschnittsgeschwindigkeit: 47 km/h",53.0390071784133,8.97704786441549,Mon,Weekday
A40,undefined--vi-avl.2025-05-19_11-43-31-000.f_002.de0,"51.4351229992254,6.933148528540974,51.44695992590817,7.001740371769129","51.4351229992254,6.933148528540974",WARNING,A40 | Mülheim-Heißen - Ruhrschnellwegtunnel,Duisburg -> Essen,6,QUEUING_TRAFFIC,30.700000762939453,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 11:43 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 11:43 A40: Duisburg -> Essen, zwischen 0.2 km hinter AS Mülheim-Heißen und Ruhrschnellwegtunnel  Stockender Verkehr Reisezeitverlust: 6 Minuten Durchschnittsgeschwindigkeit: 30 km/h",51.4351229992254,6.93314852854097,Mon,Weekday
A2,undefined--vi-avl.2025-05-19_11-57-49-000.f.de0,"52.222031690592196,9.218578582033668,52.22041795860533,9.091836119598213","52.222031690592196,9.218578582033668",WARNING,A2 | Auetal Nord - Papenbrink,Hannover -> Dortmund,10,QUEUING_TRAFFIC,35.29999923706055,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 11:57 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 11:57 A2: Hannover -> Dortmund, zwischen 0.6 km hinter Auetal Nord und 2.6 km vor Papenbrink  Stockender Verkehr Reisezeitverlust: 10 Minuten Durchschnittsgeschwindigkeit: 35 km/h",52.2220316905922,9.21857858203367,Mon,Weekday
A2,undefined--vi-avl.2025-05-19_12-18-50-000.f_014.de0,"52.195882008588185,11.27101145031387,52.20269193422511,11.1909571479968","52.195882008588185,11.27101145031387",WARNING,A2 | Bornstedt - Alleringersleben,Magdeburg -> Braunschweig,8,QUEUING_TRAFFIC,28.899999618530273,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 12:18 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 12:18 A2: Magdeburg -> Braunschweig, zwischen 6.4 km hinter AS Bornstedt und 4.0 km vor AS Alleringersleben  Stockender Verkehr Reisezeitverlust: 8 Minuten Durchschnittsgeschwindigkeit: 28 km/h",52.1958820085882,11.2710114503139,Mon,Weekday
A4,undefined--vi-avl.2025-05-19_12-25-34-000.f_002.de0,"50.87960278529435,9.79645853179556,50.857950231904205,9.768156592972629","50.87960278529435,9.79645853179556",WARNING,A4 | Friedewald - Bad Hersfeld,Erfurt -> Bad Hersfeld,8,STATIONARY_TRAFFIC,18,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 12:25 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 12:25 A4: Erfurt -> Bad Hersfeld, zwischen 4.6 km hinter AS Friedewald und 3.4 km vor AS Bad Hersfeld  Im Stillstand Reisezeitverlust: 8 Minuten Durchschnittsgeschwindigkeit: 18 km/h",50.8796027852944,9.79645853179556,Mon,Weekday
A643,undefined--vi-avl.2025-05-19_12-28-38-000.f_002.de0,"50.05771958956927,8.212480798564934,50.03070584303458,8.21123386644836","50.05771958956927,8.212480798564934",WARNING,A643 | Wiesbaden-Dotzheim - Mainz-Mombach,Wiesbaden -> Mainz,21,STATIONARY_TRAFFIC,7.699999809265137,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 12:28 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 12:28 A643: Wiesbaden -> Mainz, zwischen 1.0 km hinter AS Wiesbaden-Dotzheim und AS Mainz-Mombach  Im Stillstand Reisezeitverlust: 21 Minuten Durchschnittsgeschwindigkeit: 7 km/h",50.0577195895693,8.21248079856493,Mon,Weekday
A7,undefined--vi-avl.2025-05-19_12-40-11-000.f_008.de0,"49.12234792165272,10.244573007657344,49.16942795270363,10.252677298489111","49.12234792165272,10.244573007657344",WARNING,A7 | Dinkelsbühl/Fichtenau - Feuchtwangen-West,Ulm -> Würzburg,9,QUEUING_TRAFFIC,28.600000381469727,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 12:40 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 12:40 A7: Ulm -> Würzburg, zwischen 4.2 km hinter AS Dinkelsbühl/Fichtenau und 0.6 km vor AS Feuchtwangen-West  Stockender Verkehr Reisezeitverlust: 9 Minuten Durchschnittsgeschwindigkeit: 28 km/h",49.1223479216527,10.2445730076573,Mon,Weekday
A7,undefined--vi-avl.2025-05-19_12-40-25-000.f.de0,"49.120781711179774,10.23898354539037,49.151329052973445,10.26597429701516","49.120781711179774,10.23898354539037",WARNING,A7 | Dinkelsbühl/Fichtenau - Feuchtwangen-West,Ulm -> Würzburg,8,STATIONARY_TRAFFIC,25,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 12:40 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 12:40 A7: Ulm -> Würzburg, zwischen 3.8 km hinter AS Dinkelsbühl/Fichtenau und 2.9 km vor AS Feuchtwangen-West  Im Stillstand Reisezeitverlust: 8 Minuten Durchschnittsgeschwindigkeit: 25 km/h",49.1207817111798,10.2389835453904,Mon,Weekday
A5,undefined--vi-avl.2025-05-19_12-45-40-000.f.de0,"49.15142147827167,8.562096516627307,49.10210670094464,8.540568899999897","49.15142147827167,8.562096516627307",WARNING,A5 | Bruchsal - Höfenschlag,Heidelberg -> Karlsruhe,6,QUEUING_TRAFFIC,37.5,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 12:45 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 12:45 A5: Heidelberg -> Karlsruhe, zwischen 0.8 km hinter Bruchsal und 4.1 km vor Höfenschlag  Stockender Verkehr Reisezeitverlust: 6 Minuten Durchschnittsgeschwindigkeit: 37 km/h",49.1514214782717,8.56209651662731,Mon,Weekday
A3,undefined--vi-avl.2025-05-19_12-47-41-000.f_006.de0,"48.41615116239426,13.413122439545452,48.459851700948605,13.37518560018693","48.41615116239426,13.413122439545452",WARNING,A3 | Neuhaus am Inn - Passau-Süd,Linz -> Passau,9,SLOW_TRAFFIC,24,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 12:47 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 12:47 A3: Linz -> Passau, zwischen 0.5 km hinter Neuhaus am Inn und 9.0 km vor AS Passau-Süd  Langsamer Verkehr Reisezeitverlust: 9 Minuten Durchschnittsgeschwindigkeit: 24 km/h",48.4161511623943,13.4131224395455,Mon,Weekday
A3,undefined--vi-avl.2025-05-19_13-21-29-000.f.de0,"49.98920880623744,9.0251342529818,49.991529300941174,9.103800800000037","49.98920880623744,9.0251342529818",WARNING,A3 | Seligenstädter Dreieck - Strietwald-Nord,Frankfurt -> Würzburg,32,STATIONARY_TRAFFIC,9.800000190734863,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 13:21 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 13:21 A3: Frankfurt -> Würzburg, zwischen 0.8 km hinter AD Seligenstädter Dreieck und 1.3 km vor Strietwald-Nord  Im Stillstand Reisezeitverlust: 32 Minuten Durchschnittsgeschwindigkeit: 9 km/h",49.9892088062374,9.0251342529818,Mon,Weekday
A8,undefined--vi-avl.2025-05-19_13-32-53-000.f.de0,"48.69501751384779,9.27548010600445,48.680610127676275,9.333423714719874","48.69501751384779,9.27548010600445",WARNING,A8 | Esslingen / Ab- und Zufahrt Neuhausen - Wendlingen,Stuttgart -> München,9,STATIONARY_TRAFFIC,24.399999618530273,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 13:32 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 13:32 A8: Stuttgart -> München, zwischen 0.8 km hinter AS Esslingen / Ab- und Zufahrt Neuhausen und 2.0 km vor AS Wendlingen  Im Stillstand Reisezeitverlust: 9 Minuten Durchschnittsgeschwindigkeit: 24 km/h",48.6950175138478,9.27548010600445,Mon,Weekday
A8,undefined--vi-avl.2025-05-19_13-34-29-000.f_004.de0,"48.69485083371701,9.280120737109769,48.68146119954864,9.33148854215285","48.69485083371701,9.280120737109769",WARNING,A8 | Esslingen / Ab- und Zufahrt Neuhausen - Wendlingen,Stuttgart -> München,9,STATIONARY_TRAFFIC,21.200000762939453,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 13:34 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 13:34 A8: Stuttgart -> München, zwischen 1.1 km hinter AS Esslingen / Ab- und Zufahrt Neuhausen und 2.1 km vor AS Wendlingen  Im Stillstand Reisezeitverlust: 9 Minuten Durchschnittsgeschwindigkeit: 21 km/h",48.694850833717,9.28012073710977,Mon,Weekday
A59,undefined--vi-avl.2025-05-19_13-50-58-000.f.de0,"51.437639506244395,6.7754398867427525,51.4793148064641,6.7700354819154","51.437639506244395,6.7754398867427525",WARNING,A59 | Duisburg-Duissern - Duisburg-Nord,Duisburg -> Dinslaken,7,QUEUING_TRAFFIC,26.799999237060547,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 13:50 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 13:50 A59: Duisburg -> Dinslaken, zwischen AS Duisburg-Duissern und 0.5 km vor AK Duisburg-Nord  Stockender Verkehr Reisezeitverlust: 7 Minuten Durchschnittsgeschwindigkeit: 26 km/h",51.4376395062444,6.77543988674275,Mon,Weekday
A59,undefined--vi-avl.2025-05-19_14-06-15-000.f_003.de0,"50.9107014009367,7.066027099997374,50.841727000937105,7.0957270999975295","50.9107014009367,7.066027099997374",WARNING,A59 | Köln-Heumar - Spich,Köln -> Bonn,8,SLOW_TRAFFIC,37.099998474121094,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 14:06 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 14:06 A59: Köln -> Bonn, zwischen 1.5 km hinter AD Köln-Heumar und 3.1 km vor AS Spich  Langsamer Verkehr Reisezeitverlust: 8 Minuten Durchschnittsgeschwindigkeit: 37 km/h",50.9107014009367,7.0660270999973704,Mon,Weekday
A43,undefined--vi-avl.2025-05-19_14-08-41-000.f_003.de0,"51.48456993314167,7.2783013344380265,51.536685161033404,7.206583661511479","51.48456993314167,7.2783013344380265",WARNING,A43 | Bochum-Laer - Herne,Wuppertal -> Recklinghausen,8,SLOW_TRAFFIC,37.400001525878906,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 14:08 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 14:08 A43: Wuppertal -> Recklinghausen, zwischen 0.7 km hinter AS Bochum-Laer und 1.0 km vor AK Herne  Langsamer Verkehr Reisezeitverlust: 8 Minuten Durchschnittsgeschwindigkeit: 37 km/h",51.4845699331417,7.27830133443803,Mon,Weekday
A43,undefined--vi-avl.2025-05-19_14-08-41-000.f_004.de0,"51.49699323247343,7.270782504253028,51.536685161033404,7.206583661511479","51.49699323247343,7.270782504253028",WARNING,A43 | Bochum - Herne,Wuppertal -> Recklinghausen,10,QUEUING_TRAFFIC,27.899999618530273,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 14:08 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 14:08 A43: Wuppertal -> Recklinghausen, zwischen AK Bochum und 1.0 km vor AK Herne  Stockender Verkehr Reisezeitverlust: 10 Minuten Durchschnittsgeschwindigkeit: 27 km/h",51.4969932324734,7.27078250425303,Mon,Weekday
A3,undefined--vi-avl.2025-05-19_14-14-26-000.f_004.de0,"51.49008967419443,6.816339068697317,51.531595147465644,6.822441939876939","51.49008967419443,6.816339068697317",WARNING,A3 | Oberhausen-West - Oberhausen,Köln -> Arnheim,6,QUEUING_TRAFFIC,33.5,2025-05-19T00:00:00Z,"Beginn: 19.05.25 um 14:14 Uhr  Angespannte Verkehrslage, seit 19.05.2025, 14:14 A3: Köln -> Arnheim, zwischen 0.3 km hinter AK Oberhausen-West und 1.0 km vor AK Oberhausen  Stockender Verkehr Reisezeitverlust: 6 Minuten Durchschnittsgeschwindigkeit: 33 km/h",51.4900896741944,6.81633906869732,Mon,Weekday
